t_s,current_uA,voltage_uV,batt_temp_deciC,status,cpu_freqs_kHz
600561.27,-63000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600564.32,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600566.83,-20000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600569.23,-19000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:800000:800000
600571.94,-27000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600573.79,-14000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600576.51,-110000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600579.88,-154000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600582.55,-18000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600585.08,-11000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600586.73,-225000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600589.92,-158000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600592.45,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600594.74,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600597.27,-163000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600598.45,-203000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600601.08,-16000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600603.55,-57000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1300000:1300000
600605.86,-135000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600609.40,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600612.07,-23000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600613.75,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600617.00,-92000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600619.72,-14000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600622.28,-68000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600624.85,-63000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600627.21,-8000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600630.01,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600633.10,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600634.77,-210000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600636.64,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600639.12,-114000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600642.21,-57000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600644.91,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600647.33,-14000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600649.87,-96000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600653.75,-13000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600656.21,-9000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600658.72,-42000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600662.11,-102000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600665.19,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:900000:900000
600667.65,-60000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600670.57,-11000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600673.21,-28000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600675.08,-210000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600678.39,-75000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:1100000:1100000
600679.88,-196000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600681.35,-146000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600685.15,-14000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600687.62,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600690.14,-14000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600691.53,-132000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600694.21,-10000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600695.39,-247000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600696.66,-188000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
600699.40,-67000,3970000,260,Discharging,2000000:2000000:2000000:2000000:2000000:2000000:725000:725000
